,problem_text,topic
3853,Fix the equation.,polynoms
3854,"In the U.S., the date is written like this: the month number, then the day number, and the year. But in Europe, the number goes first, then the month and the year. How many days a year can't be read clearly, without knowing how it's written?",combinatorics
3855,"Prove that if K is even, the numbers between 1 and K - 1 can be written in such a way that the sum of any consecutive numbers will not be divided into K.",number_theory
3856,"There is a natural number of n > 1970. Take the residues from dividing the number 2n by 2, 3, 4,..., n. To prove that the sum of these residues is greater than 2n.",number_theory
3857,Resolve in natural numbers the equation x2y-1 + (x + 1)2y-1 = (x + 2)y-1.,number_theory
3858,What number ends with the number 777777?,number_theory
3859,(c) Do the same on an additional condition: only odd numbers are allowed in the set.,number_theory
3860,"The number of the following number is built from the previous one-to-1 rule: if in the number of the number of the number of the number of n the largest odd divider has the remainder of 1 of the sequence of the order of 4 divided, then an has the balance of 1 of the division of 4, then an has the balance of 1 + 1, if the balance is equal 3 then the balance of the balance of 3 is equal, an = an = an = an = an -1 is equal to 1, and each next number is built from the previous one-an-1 rule: if in the number of n the largest odd divider has the remainder of 1 divided 1 from the number of the number of the largest odd divider is the remainder of 1 from the number of 1 to the number of 1 to the difference of 1, then the balance is equal to the balance is equal to 3, and the balance is equal to the difference is equal to 1, and each of the following number is built from the same sequence: (a) the number in this sequence a) is going to be infinite repeatedly; (b) each natural number is seen infinite timed in this sequence: 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 3, 1, 2, 1, 2, 1, 2, 1, 2, 3, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, if 1, the comment 1, if 1, the comment 1, the comment 1, the comment 1, the comment 1, the comment 1, the commentary 1, the commentary 1, the commentary 1, the commentary 1, the commentary 1, the commentary 1, the commentary 1, the commentary 1, the commentary 1, the commentary 1, the commentary 1, the commentary 1, the commentary 1, the commentary 1, the commentary 1, the commentary 1 of the comment 1 of the commentary 1 of the comment 1 of the comment 1 of the commentary 1 of the commentary 1 of the commentary 1 of the commentary 1 of the commentary 1 of the commentary 1 of the commentary 1 of the commentary 1, the commentary 1 of the commentary 1, the",number_theory
3861,The board says n expressions of the species *x2 + x + * = 0 (n is an odd number). Two play such a game. They go in turn. It is allowed to replace one of the stars with a number not equal to zero. 3n moves will produce n square equations. The first player wants to see that as many of these equations as possible have no roots and the second player wants to stop it. What is the largest number of equations without roots that the first player can get independently of the second game?,polynoms
3862,Decide in whole numbers: a2 + b2 = 3c2 + d2.,number_theory
3863,"(b) Prove that for any s from k to 1 to 0 there are such numbers u, vs that msus + ms+1vs = d where d = (m0, m1). In particular, for some u and v the equation m0u + m1v = d is fulfilled.",number_theory
3864,"In the angles B and C of the ABC triangle, two circles of radius 2 and 3 are written in relation to the triangle angle A. Find this bissectrix if the distance between the points in which the circles relate to BC is 7.",polynoms
3865,How many inexhaustible fractions are there with a 2015 numerator smaller than 1/2015 and larger than 1/2016?,number_theory
3866,"Some three numbers are given. Any two of them are allowed to do the following: if these numbers are equal to a and b, they can be replaced by and.",invariant
3867,"Using the Pascal Separity Index (see task 60815), establish indicators of division by numbers 3, 9, 6, 8, 12, 15, 11, 7, 27, 37.",number_theory
3868,A chess tournament was held among the actors of the Karabas Barabaz theatre. Each player played with each of the others exactly once.,graphs
3869,"In gang 101, all of them never took part in a raid, and every two of them went out exactly one by one, prove that one of the terrorists was involved in at least 11 different attacks.",dirichlet
3870,"On a long tape of paper, all numbers 1 to 1000 000 inclusive (in some arbitrary order) were written. The tape was then cut into two digits in each piece. Prove that in whatever order the numbers are written, all two-digit numbers will be met on the pieces.",number_theory
3871,"Lesha put in the cells of table 22×22 the natural numbers from 1 to 222. Is it true that Oleg can choose such two cells, adjacent to the side or top, that the sum of the numbers in these cells is divided by 4?",number_theory
3872,"There are 100 cars parked along the right side of the road, of which 30 are red, 20 are yellow and 20 are pink Mercedes. It is known that no two Mercedes of different colours are standing next to each other.",dirichlet
3873,"There are two sets of numbers 1 and 1 in each of the 1958 numbers. To prove that for a certain number of steps the first set can be turned into the second, if at each step it is allowed to change the sign at the same time for any of the 11 numbers of the first set. (Two sets are considered to be the same if they have the same number at the same place.)",number_theory
3874,Prove that the equation (x + y)4 + (z + t)4 = 2 + has no solution in rational numbers.,number_theory
3875,"The game of ""supershachmata"" is held on a 30x30 board and has 20 different figures, each of which goes according to its own rules. It is known, however, that (1) any figure from any field beats no more than 20 fields and (2) if the figure is moved to several fields, the broken fields are moved accordingly (maybe disappearing outside the field). Prove that (a) any figure F beats the given field X no more than 20 fields; (b) you can put all 20 pieces on the board so that none of them beat the other.",combinatorics
3876,The number of houses on one side of the block is 247. What number has the seventh house from the corner?,number_theory
3877,"Each chessboard cell has a checker on one side, a white one on the other, and a black one. You can pick any checker and turn all the checkers that stand on the same vertical and all the checkers that stand with it on the same horizontal. (a) You can figure out how to turn exactly one checker on the 6x6 board with the random checkers. (b) You can make sure that all the checkers on the 5x6 board are white if the black ones were originally exactly half the checkers.",number_theory
3878,"N dots, none of which lie on the same line. Each of these two dots is connected by a segment, and each segment is painted in one of the k colors. Prove that if N > [k!e] is selected from among these dots, then all sides of the triangle they have formed will be painted in the same colour.",dirichlet
3879,"Five teams participated in the commercial football tournament. Each team had to play exactly one match with each other. Due to financial difficulties, some games were cancelled by the organizers. It turned out that all teams scored different points and no team in the score box had zero. What was the lowest number of games that could be played in the tournament if there were three points for winning, one for a draw, one for a loser, zero for a loser?",dirichlet
3880,What is n n2 – 6n – 4 divided by 13?,number_theory
3881,"Let's say n and b are natural numbers. V(n, b) indicates the number of n decompositions per multiplier, each greater than b (e.g. 36 = 6·6 = 4·9 = 3·3·4 = 3· 12, so V(36, 2) = 5). Prove that V(n), b) < n/b.",number_theory
3882,Let's call a ten-digit number interesting if it's divided into 11111 and all its numbers are different. How many interesting numbers do you have?,number_theory
3883,"(a) Are there such natural numbers a, b, c that of the two numbers a/b + b/c + c/a and b/a + c/b + a/c exactly one is the whole?",number_theory
3884,Is there such infinitely increasing arithmetical progress {an} of natural numbers that the work an...an+9 is divided by the sum of an +... + an+9 for any natural n?,number_theory
3885,Find all such natural numbers p that p and 2p2 + 1 are simple.,number_theory
3886,"The natural number n is good if each of the numbers n, n + 1, n + 2 and n + 3 is divided by the sum of their numbers. (For example, n = 60398 – good.) Will the penultimate number of the good number ending the eight be mandatory?",number_theory
3887,"Each city in a certain country has a unique number. There is a list in which for each pair of numbers the cities are connected to the railway number or not. It turns out that any of the two numbers M and N on the list can be renumbered so that the city with the number M will receive the number N, but the list will still be correct. Is it true that any of the two numbers M and N on the list can be numbered so that the city with the number M will receive the number N, the city with the number N will receive the number M, but the list will still be correct?",graphs
3888,Prove that at no natural value x and y is the number x8 – x7y + x6y2 – – xy7 + y8 is not simple.,number_theory
3889,There are three-legged stools and four-legged chairs in the room.,number_theory
3890,"In the correct pentagon, all diagonals are carried out. A number +1 is placed near each top and at each point of intersection of the diagonals (only diagonals are examined, not their continuation). It is permitted to change all the signs at the same time at the same side or on the same diagonal. Can all the signs be changed to the opposite ones by means of several such operations?",invariant
3891,Find all such numbers a that for any natural n the number an(n + 2)(n + 4) will be whole.,number_theory
3892,"Ten consecutive natural numbers were written on the board. When one of them was erased, the sum of the remaining nine was 2002. What numbers were left on the board?",number_theory
3893,At which A and B is Axn+1 + Bxn + 1 have a number x = 1 at least twice the root?,polynoms
3894,"In the bulge of the 2009 coal, all diagonals are drawn, the 2009 coal is directly crossing, but it does not pass through its tops. Prove that the straight line crosses an even number of diagonals.",combinatorics
3895,"Natural numbers a, b, c and d are so ab = cd. Can the number a + b + c + d be simple?",number_theory
3896,"In the triangle, the height of one vertex, the bissectrix of the other, and the median of the third, marked the points of their two-way intersection, and then all but those points noted were erased (three points marked are different, but also the one whose intersection is known). Retread the triangle.",geometry
3897,(a) 99 boxes contain apples and oranges. Prove that you can choose 50 boxes so that at least half of all apples and at least half of all oranges are in them.,invariant
3898,"Let's call the non-empty (final or infinite) many As, consisting of valid numbers, complete if for any valid a and b (not necessarily different and not necessarily in A), where a + b is in A, the number ab is also in A. Find all complete sets of valid numbers.",polynoms
3899,"Between the clamps A and B, several resistances are activated. Each resistance has access and output clamps. What is the lowest number of resistances required and how can they be connected so that, when any nine resistances are broken, the chain remains connecting the clamps A and B, but there is no short circuit? (Resisting position: short lock or break.)",graphs
3900,"n students want to share equal m equal chocolate, and each chocolate can be broken not more than once. (a) What is n possible if m = 9? (b) Under which n and m is this possible?",combinatorics
3901,Send comment Decision Page: << 1 2 3 4 5 6 7 >> [Total tasks: 223] 1 2 5 10 20 50 100 with decisions,geometry
3902,"On each of the 15 planets, the distances of which vary in pairs, are found on an astronomer who is watching the nearest planet. Prove that some planets are not being observed.",number_theory
3903,Geometric progress consists of 37 natural numbers. The first and last members of progress are mutually simple. Prove that the 19th member of progress is the 18th degree of natural number.,number_theory
3904,Can all roots of equations x2 – px + q = 0 and x2 – (p + 1) x + q = 0 be complete if: (a) q > 0; (b) q < 0?,polynoms
3905,"To decrypt the example by multiplying if the letter ""C"" is encrypted even numbers and the letter ""H"" is odd.",number_theory
3906,"Prove that for the composite number 561 the analogy of the small theorem is fair: if (a, 561) = 1, then a560 * 1 (mod 561).",number_theory
3907,"In the graph from each vertex, there are three ribs. Can there be a 90 rib in it?",number_theory
3908,"The numerals 1, 2, 3, 4, 5, 6, 7 comprise all seven-digit numbers in which each of these numbers is recorded exactly once. Prove that the sum of all such numbers is divided by nine.",combinatorics
3909,"In table 2n×n, all rows of length n from numbers 1 and 1 were then replaced by zeros. Prove that you can choose a few rows, the sum of which is a string of zeros. (The sum of the row is called a string whose elements are the sum of the corresponding elements of the sum.)",dirichlet
3910,The difference of two whole numbers was multiplied by their work. Could the number 1999 be made?,number_theory
3911,"There are blues, reds, and green pencils in the box, just 20 grand, six times as many blues as greens, reds less than blues. How many red pencils in the box?",number_theory
3912,Prove that the number 29 + 299 is divided into 100.,number_theory
3913,"From the three-digit number, the sum of his numbers was deducted. With the number received, they did the same thing and so on, 100 times. Prove that the result would be zero.",number_theory
3914,"BM and CN are the heights of the ABC triangle. Please demonstrate that the points B, N, M and C lie on the same circle. Send a comment Decision Task 65426 Themes are: [Remarks and properties of the parallellelogram] [The four points on the same circle] [The four points on the same circle] [The four points on the same circle] [The points based on equal arcs, The angles based on equal arcs and equal chords] The difficult points are: 3+Klass: 3+Klassss: 9.10.11 In the parallel of the ABCD: 9.10.11 In the parallel of the ABCD, The R point is selected in the following way that the AARVs are in the distance of the AVVD = 180°SRD = 180° of the AVD = 180°SRD. [The four points on the same arc: 3+Class: The angles based on equal arcs and equal chords]. [The four points on the same circle: 3+SRD = 180°D.] [The location of the length of the chir and lengths and length of the sections and length of the sections of the sections and length of the sections and length of the sections and length of the sections of the sides and the sidess of the sidess of the sidess of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides and the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sidess of the sides of the sidess of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sides of the sidess of the sides of the sides of the sidess of the sidess of the sides of the sides of the sides of the sides of the sidess of the sidess of the",geometry
3915,Find the residues of division (a) 1989 - 1990 - 1991 + 19922 by 7; (b) 9100 by 8.,number_theory
3916,"There's an 18 radius wheel in the circle of the 40 radius, and there's a nail in the wheel that hits the circle and leaves a mark on it. How many of these marks does the nail leave on the circle? How many times does the wheel roll around the circle before the nail hits an earlier point?",number_theory
3917,"There are 30 people, some of whom are familiar, to prove that the number of people with an odd number of acquaintances is even.",combinatorics
3918,"It is known that x1, x2, x3 is the root of the equation x3 – 2x2 + x + 1 = 0. Compute a new equation whose roots would be the numbers y1 = x2x3, y2 = x1x3, y3 = x1x2.",polynoms
3919,"Wasa wrote all the words (not necessarily meaningful) that result in the deletion of exactly two letters from the word INTEGRATING, and Masha did the same thing to the word SOPERCOMPUTER. Who has more words?",combinatorics
3920,"In the old garden, the house is planted in a circle of tall trees - trees, trees, pines, and berets - all trees 96. These trees have a strange property: of the two trees that grow through one of every coniferous, one of the coniferous and the other of the two trees that grow through three of any coniferous, one of the same coniferous and the other of the lime. How many are planted around the house?",combinatorics
3921,The given square three member with the coefficients in three consecutive whole points takes simple values. Prove that it takes a simple value at least one more point.,number_theory
3922,"Natural numbers x, y, z are such that x2 + y2 = z2. Prove that at least one of these numbers is divided into 3.",number_theory
3923,"Resolve in natural numbers the system a2 + b – c = 100, a + b2 = c = 124.",number_theory
3924,"For valid numbers a, b, c it is known that (a + b + c)c < 0. Prove that b2 is 4ac > 0.",polynoms
3925,"In a row of 2009, each girek weighs an entire number of grams and does not exceed 1 kg. Each of the two neighbouring gireks weighs exactly 1 g, and the total weight of all girts is an even number.",number_theory
3926,"In the vertices of the right 1983 coal, the numbers 1, 2,..., 1983 are placed. Any axis of symmetry divides the numbers that are not on it by two sets.",combinatorics
3927,"If you take any one, you can divide the rest into two flocks of 50 cows each, so the total weight of the cows of the first herd is equal to the total weight of the cows of the other herd. It is known that each cow weighs an entire number of kilograms. Prove that all cows weigh the same.",number_theory
3928,"On the BC side of the sharp-angle triangle, ABC takes the K point. The CAK angle bisectoris crosses the described circle of the ABC triangle at the L point for the second time. Prove that if the LK line is perpendicular to the AB segment, either AK = KB or AK = AC.",geometry
3929,"A certain final sequence of zeros and units is generated on the computer screen. It can be operated as follows: the set of numerals ""01"" can be replaced by the set of numbers ""1000."" Can this process continue indefinitely or will it ever stop?",invariant
3930,"In the cells of table 10×10, the natural numbers are randomly set from 1 to 100 each time. It is allowed to change the order of any two numbers in one stroke. Prove that for 35 strokes it is possible to ensure that the sum of each of the two numbers standing in the cells with the common side is integrated.",number_theory
3931,"In the N×N table, filled with numbers, all rows are different (two rows are called different if they differ in at least one element). Prove that a column can be deleted from the table so that in the remaining table all lines will be different again.",graphs
3932,"Yesterday, Nikita bought some pens: blacks, 9 rubles a grand and blues, 4 rubles a grand. When he went into the same store today, he found that the prices of the pens had changed: black steels cost 4 rubles a grand and blues, 9 rubles. When he saw it, Nikita said, ""If I bought the same pens today, I would save 49 rubles."" Isn't he wrong?",number_theory
3933,"Ten friends sent each other birthday cards, so each sent five postcards, prove that there are two who sent each other postcards.",dirichlet
3934,Each of the six computers is connected by their own wire. Please indicate how to paint each of these wires into one of the five colors so that five different color wires can come out of each computer.,combinatorics
3935,"Baron's grandfather, C.F.I. von Munich, built a square castle, divided it into nine square rooms and placed it in a central arsenal. The Baron's father divided each of the eight remaining rooms into nine equal square halls and set up winter gardens in all the central halls. The Baron himself divided each of the 64 free halls into nine equal square rooms and set up a pool in each of the central rooms, while the rest of the room was built to live. The Baron boasts that he was able to walk around all the living rooms one at a time and return to the original one (in each wall between the two adjacent living rooms the door was made). Can the words of the Baron be true?",graphs
3936,"In the country of 1993, there are at least 93 roads out of each city, and it is known that each city can be driven on roads to any other city, and you can prove that this can be done with no more than 62 crossings. (The road connects two cities.)",combinatorics
3937,The plane has 2004 dots. Let's write down all the pairs of distances between them. Prove that at least 30 different times the number is recorded.,dirichlet
3938,Find the rest of the 2100 divided by 101.,number_theory
3939,"For this natural number, a0 builds the sequence {an} as follows, if an is odd, and a0/2, if an is even. Prove that any odd a0 > 5 in the sequence {an} will meet any larger numbers.",number_theory
3940,"Vasilisa The Wise places all natural numbers from 1 to n2, where n > 1, in the cells of the n×n table. The candidate for the groom must strike out the row and column so that the sum of all remaining numbers is even. Is such an assignment always feasible?",number_theory
3941,"There are a thousand tickets with numbers 000, 001,..., 999 and 100 boxes with numbers 00, 01,...,99.The ticket is allowed to be placed in the box if the number of the box can be obtained from the ticket number by deleting one of the numbers.",dirichlet
3942,"Can all non-negative numbers be broken down into 1968 non-empty classes so that each class has at least one number and would meet the following condition: if the number m is derived from n by deleting two rows of standing numbers or the same groups of digits, then both m and n belong to the same class (e.g. numbers 7, 9339337, 93223393447, 932239447 belong to the same class)?",number_theory
3943,Describe all such natural n and complete unequal x and y in which the equation is valid: x + x2 + x4 +... + x2n = y + y4 +... + y2n.,number_theory
3944,Prove the following version of the Bine formula:,combinatorics
3945,"On September 1, four students started attending the cinema, the first one every four days, the second one every five, the third one every six, and the fourth one every nine.",number_theory
3946,"Petya is playing a computer game with a bunch of stones. First, in a pile of 16 stones. Players take one, two, three or four stones in turn. Whoever takes the last stone wins. Pete plays for the first time, so each time he takes a random number of stones, and he doesn't break the rules of the game. The computer plays the following algorithm: at every move, he takes so many stones to be in the best position. The game always starts with Pety. With what chance does Pety win?",number_theory
3947,a and b are such different natural numbers that ab(a + b) is divided into a2 + ab + b2.,number_theory
3948,When does the natural number have an odd number of dividers?,number_theory
3949,Are there two one member whose work is equal to –12a4b2 and the sum is a single member with a coefficient of 1?,number_theory
3950,"The round-table guests ate raisins from a basket of 2011 raisins, and it turns out that everyone ate twice as much or six less raisins than his right-hand neighbor. Prove that not all the raisins were eaten.",number_theory
3951,"The conference is attended by 50 scientists, all of whom are familiar with at least 25 participants in the conference, and prove that there are four of them who can be seated at the round table so that everyone sits next to people he or she knows.",dirichlet
3952,"There are two numbers written on the board in the lab, and Pete's senior research officer wipes both numbers off the board every day and writes their average arithmetic and average harmonics instead. On the morning of the first day, the numbers 1 and 2 were written on the board. Find the work of the numbers recorded on the board on the evening of 1999.",invariant
3953,(a).................................................................,combinatorics
3954,"Would the answer change if, everywhere, 2/3 was replaced by (b) 3/4; (c) 7/10?",dirichlet
3955,"Let's call it the complexity of assigning one number to it at the beginning, at the end or between any two of its numbers. Is there a natural number from which it's impossible to get a full square from a hundred complications?",combinatorics
3956,"Prove that, in no case, A is a polynomial of 3x2n + Axn + 2 divided by a polynomial of 2x2m + Axm + 3.",polynoms
3957,"How many ways can we schedule the first round of Russia's football championship, in which 16 teams play? (It's important who owns the field.)",combinatorics
3958,"The plane has a non-self-converting closed fracture, with no three vertebrates on one line. Let's call a pair of non-sedial links broken if one of them crosses the other. Prove that the number of special pairs is even.",number_theory
3959,"One hundred people sit at a round table, and more than half of them are men, prove that two men are sitting in front of each other.",dirichlet
3960,"The plane gives a circle of, a point A lying inside, and a point B different from A. It looks at all kinds of XY chords passing through point A. Prove that the centres of the described circles of the triangles BXY lie on the same line.",geometry
3961,"( a) Could it happen that in a company of 10 girls and 9 boys, all girls know different numbers of boys and all boys know the same number of girls? (b) What if 11 girls and 10 boys?",combinatorics
3962,What are the a and b polynomials of P(x) = (a + b)x5 + abx2 + 1 divided by x2 – 3x + 2?,polynoms
3963,There are two sets of numbers a1 > a2 >... > an and b1 > b2 >... > bn. To prove that a1b1 + a2b2 +... + anbn > a1bn + a2bn-1 +... + anb1.,polynoms
3964,"(d) x + y + z = 1, xy + xz + yz = R4, x3 + y3 + z3 = 1;",polynoms
3965,"The square three-member f(x) has two different roots. It turns out that for any number a and b, the inequality f(a2 + b2) ≥ f(2ab) is true. Prove that at least one of the roots of this three member is negative.",polynoms
3966,"Three players play table tennis, and the player who lost the game gives way to the player who didn't participate in the game, and it turns out that the first player played 10 parties, the second game 21. How many parties did the third player play?",combinatorics
3967,"The monkeys, Mary, Dash, Glasha, and Natasha, ate 16 bowls of porridge for lunch.",dirichlet
3968,"On the 60 cm long roundabout, the ant moves on both sides of the ant at a speed of 1 cm/c. When the two ants run into each other, they turn around instantly and move at the same speed in opposite directions. It turns out that 48 pairs of collisions occurred in a minute. How many ants could have been on the track?",number_theory
3969,Find the largest number of colors in which you can paint the ribs of the cube (each rib in the same colour) so that for each pair of colors there are two adjacent ribs painted in these colours.,graphs
3970,"In the circle of the circle with centre centre O, there is a diameter; A and B are points of the circle situated one side of that diameter. On the diameter is taken the M point that AM and BM form equal angles with diameter are equal angles equal to those of the AM and BM are equal angles with equal diameter. Prove that AOB = AMB = AMB = AMB. Send a comment Decision Task 56561 Theme: [The value of the angle between two chooddes and two singinginging sides] The difficulty: 4Klassss: 8 Klasssss: 8Klassssss: The circles of the circle are written T1 and T2 are written in the circle of T1 and T2 are written into the same angles with diameter. The heights of the T2 triangle are the mids of the T2 triangle are the mids of the T2 triangle are the mids of the T2 triangle in the direction of the T2 triangle in the diameter of the T1 and T2 diameter of the T2 triangle in the direction of the AOB of the arc of the Aothe of the T2th of the T2th of the T2th of the T2 triangle in the T2th of the T2 triangle of the TM of the TM are the TH of the TM of the height of the height of the two sides of the TM of the height of the height of the two sides of the height of the height of the height of the height of the TBs of the height of the height of the two sides of the height of the height of the height of the height of the height of the height of the height of the two sides of the height of the height of the height of the height of the height of the height of the height of the height of the distance of the distance of the distance of the distance of the distance of the distance of the distance of the distance of the distance of the distance of the distance of the angle of the angle of the angle of the distance of the distance of the distance of the distance of the distance of the height of the distance of the height of the height of the height of the height of the height of the height of the distance of the distance of the distance of the distance of the distance of the distance of the distance of the distance of the distance of the distance of the distance of the distance of",geometry
3971,"The dan square three-member f(x) = x2 + ax + b. The equation f(f(x)) = 0 has four different valid roots, the sum of two of which is equal to –1.",polynoms
3972,Prove that the roots of equation (a) (x – a) (x) – b) + (x – b) x – c) + (x – a) x – c) = 0; b) c (x – a) (x – b) + a (x – b) x – c) + b (x – a) x – c) = 0 are always physical.,polynoms
3973,"Prove that the line connecting the middle of the AB arc to the AC where A, B, and C are three points of the same circle cut off on the AB and AC chords equal to the A point.",geometry
3974,"There's a one-way route on all roads, and you can get from each city to any other by driving no more than two roads, and one road has been closed to repair so that you can still get to any other city, and you can prove that for every two cities you can do it by not more than three roads.",graphs
3975,"Let p be a simple number, and a is not divided by p. Prove that there is a natural number b for which ab × 1 (mod p) is found.",number_theory
3976,Prove that for the simple number p of species 4k + 1 number x = ± (2k)! are the decisions of comparison x2 + 1 x 0 (mod p).,number_theory
3977,"There are several cities in the country, and a few pairs of cities are connected by roads, and there is only one non-self-convex road between the two cities, and it is known that there are exactly 100 cities out of the same road in the country, and you can prove that you can build 50 new roads in such a way that, even if every road is closed down, you can enter any other city.",combinatorics
3978,"There are seven glasses with water: the first glass is filled with water by half, the second glass by one third, the third glass by one quarter, the fourth glass by one, the fifth glass by one, the sixth glass by one, the sixth glass by one, the seventh glass by one, and the seventh glass by one/10.",invariant
3979,"For each of these numbers, could it be that its last figure corresponds to the last digit of the sum of all the other numbers?",number_theory
3980,"Let P(x) and Q(x) be multi-member, with Q(x) not equal to zero, and P(x) not divided into Q(x). Prove that for some s > 1 there are such many members A0(x), A1(x),..., As(x) and R1(x),..., Rs(x) that degQ(x) > degR1(x) > degR2(x) >... > degRs(x) ≥ 0, P(x) = Q(x)A0(x) + R1(x), Q(x) = R1(x)A1(x) + R1(x) and (P(x), Q(x) = Rs1(x).",number_theory
3981,What is the largest number of horses that can be placed on a board of 5x5 cells so that each of them hits exactly the other two?,graphs
3982,"There are 100 cities in the state, and there are four roads out of each.",combinatorics
3983,"Let x1, x2 = root of equation x2 + px + q = 0. Express through p and q the following expressions: (a) (b) (c) (g)",polynoms
3984,"The lowest total number of natural numbers a, b will indicate [a, b]. Let the natural number n be such that [n, n + 1] > [n, n + 2] > > > [n, n + 35]. Prove that [n, n + 35] > [n, n + 36].",number_theory
3985,"A rectangle with the sides of m and n is built on the grid lines. Can you draw a closed broken grid line exactly once through each grid node inside or at the edge of the rectangle? If possible, what is the length of the grid?",number_theory
3986,The circle built on the side of the triangle as on the diameter is cut equally on the other two sides. Prove that the triangle is equibrous.,geometry
3987,Find all the numbers of the species 13xy45z divided by 792.,number_theory
3988,"There are several cities in the country, some pairs of cities connected by roads, with at least three roads coming out of each city, and prove that there is a cyclical route that is not divided into three.",combinatorics
3989,"Igor painted in square 6×6 several cells, and then it turned out that in all squares 2×2, the same number of painted cells and in all strips 1×3 the same number of painted cells.",number_theory
3990,How many solutions have x1 + x2 + x3 = 1000 (a) in natural; (b) in whole non-negative numbers?,combinatorics
3991,Each cell of 8×8 cells has one of the diagonals. Consider the combination of these 64 diagonals. It consists of several connected parts (one part includes points between which one or more diagonals can pass). Can the number of these parts be (a) more than 15? (b) more than 20?,graphs
3992,"The Spanish king has decided to place the portraits of his predecessors in his own way in the castle round tower, but he wants only two portraits to be changed at one time, which should not be the portraits of the two kings, one of whom would reign immediately after the other, and he only cares about each other &apos; s portraits, and the two locations that are different in the circle he thinks are the same. To prove that no matter how the portraits hang at first, the king can achieve any new location under these rules.",combinatorics
3993,"Here is an example of this set of four numbers: 3, 5, 7, 107. Here, among three numbers, 3, 5, 7, 5 + 7, 5 + 7; in three, 5, 7, 107, 107 + 5 divided by 7; in three, 3, 7, 107, 7 + 107 divided by 3; and finally, in three, 3, 5, 107, 3 + 107 divided by 5.",number_theory
3994,"Are there such natural numbers a, b, c, d that a/b + c/d = 1, a/d + c/b = 2008?",number_theory
3995,"On the calculator keyboard there are 0 to 9 numbers and two action signs (see figure). First, the display contains the number 0. You can press any keys. The calculator executes actions in a sequence of presses. If the action mark presses several times in a row, the calculator will remember only the last push. The spreader presses a lot of buttons in the random sequence. Find an approximate probability that the result of the resulting chain of action is an odd number.",number_theory
3996,How many ways can you choose three of its tops so that they are the tops of an equibrous triangle?,combinatorics
3997,"The KM first circle chord and the LN second circle chord are run through the P point, lying on the common chord of the two overlapping circles. Prove that the quadrilateral KLMN is written. Send a comment. Decision 64350 Themes: [written and described circles] [four dots on the same circle] [Auxiliary equal triangles] [Radial axis] [Radial axis] [Direct homothetics (other)] Complexity: 4+Klass: 9.10 Author: Bogdanov I.I. On the sides of the sharp triangle ABC outside it are CAKL and CBMN squares. Direct CN crosses the AK section at point X, and the CL line crosses the BM section at point Y. Point P lying inside the ABC triangle is the intersection of the described circles of the KXN and LYM triangles. The S-side of the AK section in point X, and the CL section across point of point of point X, while the CL section of B crossing the BM section of point of point Y.",geometry
3998,"There are many carpets on the bazaar. He agrees to replace the rug of a×b size with either a rug of size 1/a×1/b, or two carpets of size c×b and a/c×b. (In each exchange, the number c can be chosen by the client.) The traveller said that he originally had one rug with more than one side, and after several such exchanges he had a set of carpets, each with one side longer than 1 and the other shorter than 1. Does he cheat? (At the client's request, the rug of size a×b is ready to count the rug of size b×a.)",invariant
3999,(a) Prove that the sum of the number K is not more than 8 times the sum of the number 8K.b) For which natural k exists such a positive number of ck that ≥ ck for all natural N? Find the most appropriate value of the value of ck.,dirichlet
4000,Prove that every vertex can be hit by no more than three ribs.,combinatorics
4001,"Prove that on the graph of any square three members with an older factor of 1 having exactly one root, there is a point (p,q) that the three members of x2 + px + q also have exactly one root.",polynoms
4002,Let P(x) be a square three-member with non-negative coefficients. Prove that for any valid numbers x and y is right inequality (P(xy))2 ≤ P(x2)P(y2).,polynoms
4003,"On the ""left"" team, some turned left, some turned left to the right, and the rest to the circle. Is it always possible for the sergeant to get in line so that on both sides of the sergeant is equal to the recruits standing his face? send a comment. Decision 35369 Theathea is allowed to perform the following operation. If the polygon is not divided by a section of AB, it is divided into two polygons, and if one of these polygons is divided into two polygons, then one of these polygons can be reflected in the order of one of these polygons in the order of one of these polygons can be reflected symmetrically in relation to the lower part of the lower part of it, and in the lower part of the right triangle.",invariant
4004,"In the classroom, 30 students, how many ways can they move in so that no one sits in their seat?",combinatorics
