;Задача;Тема
0;"Дан прямоугольный биллиард размером 26×1965 (сторона длины 1965 направлена слева направо, а сторона длины 26 – сверху вниз; лузы расположены в вершинах прямоугольника). Из нижней левой лузы под углом 45° к бортам выпускается шар. Доказать, что после нескольких отражений от бортов он упадет в верхнюю левую лузу. (Угол падения равен углу отражения.) ";Теория чисел
1;Доказать, что те натуральные K, для которых  KK + 1  делится на 30, образуют арифметическую прогрессию. Найти её. ;Теория чисел
2;Доказать, что  11983 + 21983 + ... + 19831983  делится на  1 + ... + 1983. ;Теория чисел
3;"В каждой целой точке числовой оси расположена лампочка с кнопкой, при
нажатии которой лампочка меняет состояние – загорается или гаснет. Вначале все лампочки погашены. Задано конечное множество целых чисел – шаблон S. Его можно перемещать вдоль числовой оси как жесткую фигуру и, приложив в любом месте, поменять состояние множества всех лампочек, закрытых шаблоном. Докажите, что при любом S за несколько операций можно добиться того, что будут гореть ровно две лампочки. ";Теория чисел
4;Периоды двух последовательностей – m и n – взаимно простые числа. Какова максимальная длина начального куска, который может у них совпадать? ;Теория чисел
0;"Докажите, что существует бесконечно много таких троек чисел  n – 1,  n,  n + 1,  что: 
   a) n представимо в виде суммы двух квадратов натуральных (целых
положительных) чисел, а  n – 1  и  n + 1  – нет; 
   б) каждое из трёх чисел представимо в виде суммы двух квадратов натуральных чисел. ";Теория чисел
1;"Перемножаются все выражения вида      (при всевозможных комбинациях знаков).
Докажите, что результат   а) целое число,   б) квадрат целого числа. ";Теория чисел
2;"а) На доске выписаны числа 1, 2, 4, 8, 16,  32,  64, 128. Разрешается стереть любые два числа и вместо них выписать их разность – неотрицательное число. После семи таких операций на доске будет только одно число. Может ли оно равняться 97? 
б) На доске выписаны числа 1, 21, 2², 2³, ..., 210. Разрешается стереть любые два числа и вместо них выписать их разность – неотрицательное число. После нескольких таких операций на доске будет только одно число. Чему оно может быть равно? ";Теория чисел
3;"В последовательности натуральных чисел каждое число, кроме первого, получается прибавлением к предыдущему самой большой его цифры. 
Какое наибольшее количество подряд идущих членов последовательности могут быть нечётными? ";Теория чисел
4;"На доске 4×6 клеток стоят две чёрные фишки (Вани) и две белые фишки (Серёжи, см. рис.). Ваня и Серёжа по очереди двигают любую из своих фишек на одну клетку вперёд (по вертикали). Начинает Ваня. Если после хода любого из ребят чёрная фишка окажется между двумя белыми по горизонтали или по диагонали (как на  нижних рисунках), она считается ""убитой"" и снимается с доски. Ваня хочет провести обе свои фишки с верхней горизонтали доски на нижнюю. Может ли Серёжа ему помешать? 
 











					Прислать комментарий
				



			   
			
				Решение
			



Страница:  << 457 458 459  460  461 462 463 >> [Всего задач: 2423]
     



по 1
			по 2
			по 5
			по 10
			по 20
			по 50
			по 100
		
		 
		
		с решениями
		 
		



";Теория чисел
0;В строку выписано 23 натуральных числа (не обязательно различных). Докажите, что между ними можно так расставить скобки, знаки сложения и умножения, что значение полученного выражения будет делиться на 2000 нацело. ;Теория чисел
2;Докажите, что в арифметической прогрессии с первым членом, равным 1, и разностью, равной 729, найдётся бесконечно много членов, являющихся степенью числа 10. ;Теория чисел
3;Существуют ли два квадратных трёхчлена  ax² + bx + c  и  (a + 1)x² + (b + 1)x + (c + 1)  с целыми коэффициентами, каждый из которых имеет по два целых корня? ;Теория чисел
4;"Четыре натуральных числа таковы, что квадрат суммы любых двух из них делится
на произведение двух оставшихся. 
Докажите, что по крайней мере три из этих чисел равны между собой.";Теория чисел
0;Дана доска 15×15. Некоторые пары центров соседних по стороне клеток соединили отрезками так, что получилась замкнутая несамопересекающаяся ломаная, симметричная относительно одной из диагоналей доски. Докажите, что длина ломаной не больше 200. ;Теория чисел
1;"Некоторые натуральные числа отмечены. Известно, что на каждом отрезке числовой прямой длины 1999 есть отмеченное число. 
Докажите, что найдётся пара отмеченных чисел, одно из которых делится на другое. ";Теория чисел
2;По данному натуральному числу a0 строится последовательность {an} следующим образом      если an нечётно, и a0/2, если an чётно. Докажите, что при любом нечётном  a0 > 5  в последовательности {an} встретятся сколь угодно большие числа. ;Теория чисел
3;Какое наименьшее число сторон может иметь нечётноугольник (не обязательно выпуклый), который можно разрезать на параллелограммы? ;Теория чисел
4;"Натуральное число n назовём хорошим, если каждое  из чисел n,   n + 1,  n + 2  и  n + 3  делится на сумму своих цифр. (Например,  n = 60398  – хорошее.)
Обязательно ли предпоследней цифрой хорошего числа, оканчивающегося восьмеркой, будет девятка? ";Теория чисел
0;На отрезке  [0, 2002]  отмечены его концы и точка с координатой d, где d – взаимно простое с 1001 число. Разрешается отметить середину любого отрезка с концами в отмеченных точках, если её координата целая. Можно ли, повторив несколько раз эту операцию, отметить все целые точки на отрезке? ;Теория чисел
1;"Грани куба 9×9×9 разбиты на единичные клетки. Куб оклеен без наложений бумажными полосками 2×1 (стороны полосок идут по сторонам клеток). 
Докажите, что число согнутых полосок нечётно. ";Теория чисел
2;Решить в целых числах уравнение  x² + y² + z² = 2xyz. ;Теория чисел
3;"За круглым столом совещались 2n депутатов. После перерыва эти же 2n депутатов расселись вокруг стола, но уже в другом порядке.
Доказать, что найдутся два депутата, между которыми как до, так и после перерыва сидело одинаковое число человек. ";Теория чисел
4;"   Пусть a0 – целое, a1, ..., an – натуральные числа. Определим две последовательности
P–1 = 1,  P0 = a0,  Pk = akPk–1 + Pk–2  (1 ≤ k ≤ n);   Q–1 = 0,  Q0 = 1,  Qk = akQk–1 + Qk–2  (1 ≤ k ≤ n). 
   Дроби Pk/Qk называются подходящими дробями к числу  [a0; a1, a2, ..., an]. 
   Докажите, что построенные последовательности для k = 0, 1, ..., n обладают следующими свойствами: 
     а)  Pk/Qk = [a0; a1, a2,..., ak]; 
     б)  PkQk–1 – Pk–1Qk = (–1)k+1; 
     в)   (Pk, Qk) = 1. ";Теория чисел
0;"Пусть p – простое число и  p > 3. 
   а) Докажите, что если разрешимо сравнение  x² + x + 1 ≡ 0 (mod p),  то  p ≡ 1 (mod 6). 
   б) Выведите отсюда бесконечность множества простых чисел вида  6k + 1. ";Теория чисел
1;"Пусть p – простое число и  p > 5.  Докажите,
что если разрешимо сравнение  x4 + x3 + x2 + x + 1 ≡ 0 (mod p),  то  
p ≡ 1 (mod 5).
Выведите отсюда бесконечность множества простых чисел вида  5n + 1. ";Теория чисел
2;"Найдите все такие натуральные k, что произведение первых k 
нечётных простых чисел, уменьшенное на 1, является точной степенью натурального числа (большей, чем первая). ";Теория чисел
3;Клетки бесконечного клетчатого листа бумаги раскрасили в чёрный и белый цвета в шахматном порядке. Пусть X – треугольник площади S с вершинами в узлах сетки.  Покажите, что есть такой подобный X треугольник с вершинами в узлах сетки, что площадь его белой части равна площади чёрной части и равна S. ;Теория чисел
4;Если многочлен с целыми коэффициентами при трёх различных целых значениях переменной принимает значение 1, то он не имеет ни одного целого корня. Докажите это. ;Теория чисел
0;Дано число  H = 2·3·5·7·11·13·17·19·23·29·31·37  (произведение простых чисел). Пусть 1, 2, 3, 5, 6, 7, 10, 11, 13, 14, ..., H – все его делители, выписанные в порядке возрастания. Под рядом делителей выпишем ряд из единиц и минус единиц по следующему правилу: под единицей 1, под числом, которое разлагается на чётное число простых сомножителей, 1, и под числом, которое разлагается на нечётное число простых сомножителей, –1. Доказать, что сумма чисел полученного ряда равна 0. ;Теория чисел
1;"В стране Анчурии, где правит президент Мирафлорес, приблизилось время новых
президентских выборов. В стране ровно 20 миллионов избирателей, из которых
только один процент поддерживает Мирафлореса (регулярная армия Анчурии).
Мирафлорес, естественно, хочет быть избранным, но, с другой стороны, он хочет,
чтобы выборы были ""демократическими"". ""Демократическим голосованием"" Мирафлорес называет вот что: все избиратели разбиваются на равные группы; каждая из этих групп вновь разбивается на некоторое количество равных групп, причём большие группы могут разбиваться на разное количество меньших групп, затем эти группы снова разбиваются и т.д. В самых мелких группах выбирают представителя группы ""выборщика"" для голосования в большей группе: выборщики в этой большей группе выбирают выборщика для голосования в ещё большей группе и т.д. Наконец, представители самых больших групп выбирают президента.  Мирафлорес делит избирателей на группы по своей воле и инструктирует своих сторонников, как им голосовать. Сможет ли он так организовать ""демократические"" выборы, чтобы его выбрали? (В каждой группе выборщики выбирают своего представителя простым большинством. При равенстве голосов побеждает оппозиция.) ";Теория чисел
2;К некоторому натуральному числу справа последовательно приписали два двузначных числа. Полученное число оказалось равным кубу суммы трёх исходных чисел. Найдите все возможные тройки исходных чисел. ;Теория чисел
3;Существуют ли такие иррациональные числа a и b, что  a  > 1,  b > 1,  и  [am]  отлично от  [bn]  при любых натуральных числах m и n? ;Теория чисел
4;"Рассмотрим последовательность, первые два члена которой равны 1 и 2 соответственно, а каждый следующий член – это наименьшее натуральное число, которое еще не встретилось в последовательности и которое не взаимно просто с предыдущим членом последовательности. Докажите, что каждое 
натуральное число входит в эту последовательность. ";Теория чисел
0;"Есть шоколадка в форме равностороннего треугольника со стороной n, разделённая бороздками на равносторонние треугольники со стороной 1. Играют двое. За ход можно отломать от шоколадки треугольный кусок вдоль бороздки, съесть его, а остаток передать противнику. Тот, кто получит последний кусок – треугольник со стороной 1, – победитель. Для каждого n выясните, кто из играющих может всегда выигрывать, как бы не играл противник? 
      











					Прислать комментарий
				



			   
			
				Решение
			










					Задача
					
						105179







						Темы:
						 
					

						[
					



								Теория игр (прочее)							



						]
					



						[
					



								Деление с остатком							



						]
					



						[
					



								Произведения и факториалы							



						]
					



						[
					



								Основная теорема арифметики. Разложение на простые сомножители							



						]
					




Сложность: 4Классы: 8,9,10



 Назовём натуральное число разрешённым, если оно имеет не более 20 различных простых делителей. В начальный момент имеется куча из 2004! камней. Два игрока по очереди забирают из кучи некоторое разрешённое количество камней (возможно, каждый раз новое). Побеждает тот, кто заберёт последние камни. Кто выигрывает при правильной игре? 











					Прислать комментарий
				



			   
			
				Решение
			










					Задача
					
						107814







						Темы:
						 
					

						[
					



								Целочисленные и целозначные многочлены							



						]
					



						[
					



								Простые числа и их свойства							



						]
					



						[
					



								Теорема Безу. Разложение на множители							



						]
					



						[
					



								Делимость чисел. Общие свойства							



						]
					




Сложность: 4Классы: 9,10,11



Автор: Сендеров В.А.
Докажите, что для любого многочлена P(x) степени n с натуральными коэффициентами найдется такое целое число k, что числа  P(k),  P(k + 1),  ..., 
P(k + 1996)  будут составными, если 
   а)  n = 1; 
   б)  n – произвольное натуральное число. 












					Прислать комментарий
				



			   
			
				Решение
			










					Задача
					
						107824







						Темы:
						 
					

						[
					



								Десятичная система счисления							



						]
					



						[
					



								Делимость чисел. Общие свойства							



						]
					



						[
					



								Простые числа и их свойства							



						]
					



						[
					



								Четность и нечетность							



						]
					




Сложность: 4Классы: 8,9,10



Автор: Шаповалов А.В.
а) Докажите, что существует натуральное число, которое при замене любой тройки
соседних цифр на произвольную тройку остаётся составным. 
б) Существует ли такое 1997-значное число? 











					Прислать комментарий
				



			   
			
				Решение
			










					Задача
					
						107830







						Темы:
						 
					

						[
					



								Задачи на движение							



						]
					



						[
					



								Периодичность и непериодичность							



						]
					



						[
					



								Центральный угол. Длина дуги и длина окружности							



						]
					



						[
					



								Деление с остатком							



						]
					




Сложность: 4Классы: 7,8,9,10



Автор: Ковальджи А.К.
По окружности в одном направлении на равных расстояниях курсируют n поездов. На этой дороге в вершинах правильного треугольника расположены станции A, B и C (обозначенные по направлению движения). Ира входит на станцию A и одновременно Лёша входит на станцию B, чтобы уехать на ближайших поездах. Известно, что если они входят на станции в тот момент, когда машинист Рома проезжает лес, то Ира сядет в поезд раньше Лёши, а в остальных случаях Лёша – раньше Иры или одновременно с ней. Какая часть дороги проходит по лесу?  











					Прислать комментарий
				



			   
			
				Решение
			



Страница:  << 463 464 465  466  467 468 469 >> [Всего задач: 2423]
     



по 1
			по 2
			по 5
			по 10
			по 20
			по 50
			по 100
		
		 
		
		с решениями
		 
		



";Теория чисел
1; Назовём натуральное число разрешённым, если оно имеет не более 20 различных простых делителей. В начальный момент имеется куча из 2004! камней. Два игрока по очереди забирают из кучи некоторое разрешённое количество камней (возможно, каждый раз новое). Побеждает тот, кто заберёт последние камни. Кто выигрывает при правильной игре? ;Теория чисел
2;"Докажите, что для любого многочлена P(x) степени n с натуральными коэффициентами найдется такое целое число k, что числа  P(k),  P(k + 1),  ..., 
P(k + 1996)  будут составными, если 
   а)  n = 1; 
   б)  n – произвольное натуральное число. ";Теория чисел
3;"а) Докажите, что существует натуральное число, которое при замене любой тройки
соседних цифр на произвольную тройку остаётся составным. 
б) Существует ли такое 1997-значное число? ";Теория чисел
4;По окружности в одном направлении на равных расстояниях курсируют n поездов. На этой дороге в вершинах правильного треугольника расположены станции A, B и C (обозначенные по направлению движения). Ира входит на станцию A и одновременно Лёша входит на станцию B, чтобы уехать на ближайших поездах. Известно, что если они входят на станции в тот момент, когда машинист Рома проезжает лес, то Ира сядет в поезд раньше Лёши, а в остальных случаях Лёша – раньше Иры или одновременно с ней. Какая часть дороги проходит по лесу?  ;Теория чисел
0;"Пусть   = ,  где    – несократимая дробь. 
Докажите, что неравенство  bn+1 < bn выполнено для бесконечного числа натуральных n.";Теория чисел
1;Найдите наименьшее натуральное число, не представимое в виде    ,   где a, b, c, d – натуральные числа. ;Теория чисел
2;Известно, что многочлен  (x + 1)n – 1  делится на некоторый многочлен  P(x) = xk + ck–1xk–1 + ck–2xk–2 + ... + c1x + c0  чётной степени k, у которого все коэффициенты – целые нечётные числа. Докажите, что n делится на  k + 1. ;Теория чисел
3;N³ единичных кубиков просверлены по диагонали и плотно нанизаны на нить, после чего нить связана в кольцо (то есть вершина первого кубика соединена с вершиной последнего). При каких N такое ожерелье из кубиков можно упаковать в кубическую коробку с ребром длины N? ;Теория чисел
4;Назовём десятизначное число интересным, если оно делится на 11111 и все его цифры различны. Сколько существует интересных чисел? ;Теория чисел
0;"Клетки таблицы 200×200 окрашены в чёрный и белый цвета так, что чёрных клеток на 404 больше, чем белых. 
Докажите, что найдётся квадрат 2×2, в котором число белых клеток нечётно. ";Теория чисел
1;На отрезке  [0, N]  отмечены его концы и еще две точки так, что длины отрезков, на которые разбился отрезок  [0, N],  целые и взаимно просты в совокупности. Если нашлись такие две отмеченные точки A и B, что расстояние между ними кратно 3, то можно разделить отрезок AB на три равных части, отметить одну из точек деления и стереть одну из точек A, B. Верно ли, что за несколько таких действий можно отметить любую наперед заданную целую точку отрезка  [0, N]? ;Теория чисел
2;"В выпуклом многоугольнике на плоскости содержится не меньше  m² + 1  точек с целыми координатами. 
Докажите, что в нём найдутся  m + 1  точек с целыми координатами, которые лежат на одной прямой. ";Теория чисел
3;Докажите, что из произвольного множества трёхзначных чисел, включающего не менее четырёх чисел, взаимно простых в совокупности, можно выбрать четыре числа, также взаимно простых в совокупности. ;Теория чисел
4;Докажите, что из любых шести четырёхзначных чисел, взаимно простых в совокупности, всегда можно выбрать пять чисел, также взаимно простых в совокупности. ;Теория чисел
0;"Можно ли во всех точках плоскости с целыми координатами записать натуральные
числа так, чтобы три точки с целыми координатами лежали на одной прямой тогда и только тогда, когда записанные в них числа имели общий делитель, больший единицы? ";Теория чисел
1;"При каких натуральных n найдутся такие положительные рациональные, но не целые числа a и b, что оба числа  a + b  и  an + bn  – целые?












					Прислать комментарий
				



			   
			
				Решение
			










					Задача
					
						110224







						Темы:
						 
					

						[
					



								Таблицы и турниры (прочее)							



						]
					



						[
					



								Разбиения на пары и группы; биекции							



						]
					



						[
					



								Раскраски							



						]
					



						[
					



								Четность и нечетность							



						]
					



						[
					



								Доказательство от противного							



						]
					




Сложность: 4Классы: 7,8,9



Автор: Агаханов Н.Х.
В клетчатом квадрате 101×101 каждая клетка внутреннего квадрата 99×99 покрашена в один из десяти цветов (клетки, примыкающие к границе
квадрата, не покрашены). Может ли оказаться, что в каждом квадрате 3×3 в цвет центральной клетки покрашена еще ровно одна клетка? 












					Прислать комментарий
				



			   
			
				Решение
			










					Задача
					
						111691







						Темы:
						 
					

						[
					



								Теория игр (прочее)							



						]
					



						[
					



								Четность и нечетность							



						]
					



						[
					



								Принцип крайнего  (прочее)							



						]
					



						[
					



								НОД и НОК. Взаимная простота							



						]
					




Сложность: 4Классы: 8,9,10,11



Автор: Шаповалов А.В.
На столе лежат  N > 2  кучек по одному ореху в каждой. Двое ходят по очереди. За ход нужно выбрать две кучки, где числа орехов взаимно просты,
и объединить эти кучки в одну. Выиграет тот, кто сделает последний ход. Для каждого N выясните, кто из играющих может всегда выигрывать, как бы ни играл его противник. 












					Прислать комментарий
				



			   
			
				Решение
			










					Задача
					
						111846







						Темы:
						 
					

						[
					



								Процессы и операции							



						]
					



						[
					



								Разбиения на пары и группы; биекции							



						]
					



						[
					



								Вспомогательная раскраска (прочее)							



						]
					



						[
					



								Четность и нечетность							



						]
					




Сложность: 4Классы: 8,9,10



Автор: Петров Ф.
В каждой вершине выпуклого 100-угольника написано по два различных числа.
Докажите, что можно вычеркнуть по одному числу в каждой вершине так,
чтобы оставшиеся числа в каждых двух соседних вершинах были различными. 











					Прислать комментарий
				



			   
			
				Решение
			



Страница:  << 466 467 468  469  470 471 472 >> [Всего задач: 2423]
     



по 1
			по 2
			по 5
			по 10
			по 20
			по 50
			по 100
		
		 
		
		с решениями
		 
		



";Теория чисел
2;"В клетчатом квадрате 101×101 каждая клетка внутреннего квадрата 99×99 покрашена в один из десяти цветов (клетки, примыкающие к границе
квадрата, не покрашены). Может ли оказаться, что в каждом квадрате 3×3 в цвет центральной клетки покрашена еще ровно одна клетка? ";Теория чисел
3;"На столе лежат  N > 2  кучек по одному ореху в каждой. Двое ходят по очереди. За ход нужно выбрать две кучки, где числа орехов взаимно просты,
и объединить эти кучки в одну. Выиграет тот, кто сделает последний ход. Для каждого N выясните, кто из играющих может всегда выигрывать, как бы ни играл его противник. ";Теория чисел
4;"В каждой вершине выпуклого 100-угольника написано по два различных числа.
Докажите, что можно вычеркнуть по одному числу в каждой вершине так,
чтобы оставшиеся числа в каждых двух соседних вершинах были различными. ";Теория чисел
0;Дан квадрат n×n. Изначально его клетки раскрашены в белый и чёрный цвета в шахматном порядке, причём хотя бы одна из угловых клеток чёрная. За один ход разрешается в некотором квадрате 2×2 одновременно перекрасить входящие в него четыре клетки по следующему правилу: каждую белую перекрасить в чёрный цвет, каждую чёрную – в зелёный, а каждую зелёную – в белый. При каких n за несколько ходов можно получить шахматную раскраску, в которой чёрный и белый цвета поменялись местами?  ;Теория чисел
1;"Одиннадцати мудрецам завязывают глаза и надевают каждому на голову колпак одного из 1000 цветов. После этого им глаза развязывают, и каждый видит все колпаки, кроме своего. Затем одновременно каждый показывает остальным одну из двух карточек – белую или чёрную. После этого все должны одновременно назвать цвет своих колпаков. Удастся ли это? Мудрецы могут заранее договориться о своих действиях (до того, как им завязали глаза); мудрецам известно, каких 1000 цветов могут быть колпаки. ";Теория чисел
2;"На борту авиалайнера 2n пассажиров, и авиакомпания загрузила для них n порций питания с курицей и n порций с рыбой. Известно, что пассажир с вероятностью 0,5 предпочитает курицу и с вероятностью 0,5 – рыбу. Назовём пассажира недовольным, если ему осталось не то, что он предпочитает.
   а) Найдите наиболее вероятное число недовольных пассажиров.
   б) Найдите математическое ожидание числа недовольных пассажиров.
   в) Найдите дисперсию числа недовольных пассажиров.";Теория чисел
3;"На сушке в случайном порядке (как достали из стиральной машины) висит n 
пар носков. Двух одинаковых пар нет. Носки висят за сохнущей простыней, поэтому Рассеянный Учёный достает по одному носку на ощупь и сравнивает каждый новый носок со всеми предыдущими. Найдите математическое ожидание числа носков, снятых к моменту, когда у Учёного окажется какая-нибудь пара.";Теория чисел
4;"На плоскости даны две точки A и B. Пусть C – некоторая точка плоскости, равноудалённая от точек A и B. Построим последовательность точек 
C1 = C, C2, C3, ...,  где Cn+1 – центр описанной окружности треугольника ABCn. При каком положении точки C
   а) точка Cn попадёт в середину отрезка AB (при этом Cn+1 и дальнейшие члены последовательности не определены)? 
   б) точка Cn совпадает с C?";Теория чисел
0;"Каждая грань выпуклого многогранника – многоугольник с чётным числом
сторон. 
Обязательно ли его рёбра можно раскрасить в два цвета так, чтобы у каждой грани было поровну рёбер разных цветов? ";Теория чисел
1;"Существует ли такое натуральное число M, что никакое натуральное число,
десятичная запись которого состоит лишь из нулей и не более чем 1988 единиц,
не делится на M? ";Теория чисел
2;"Дано равенство  (am1 – 1)...(amn – 1) = (ak1 + 1)...(akl + 1),  где a, n, l и все показатели степени – натуральные числа, причём  a > 1.
Найдите все возможные значения числа a. ";Теория чисел
3;В клетках таблицы 2000×2000 записаны числа 1 и –1. Известно, что сумма всех чисел в таблице неотрицательна. Докажите, что найдутся 1000 строк и 1000 столбцов таблицы, для которых сумма чисел, записанных в клетках, находящихся на их пересечении, не меньше 1000. ;Теория чисел
4;"В стране несколько городов, некоторые пары городов соединены дорогами. При этом из каждого города выходит хотя бы три дороги. 
Докажите, что существует циклический маршрут, длина которого не делится на 3. ";Теория чисел
0;На отрезке  [0, 2002]  отмечены его концы и  n – 1 > 0  целых точек так, что длины отрезков, на которые разбился отрезок  [0, 2002],  взаимно просты в совокупности. Разрешается разделить любой отрезок с отмеченными концами на n равных частей и отметить точки деления, если они все целые. (Точку можно отметить второй раз, при этом она остаётся отмеченной.) Можно ли, повторив несколько раз эту операцию, отметить все целые точки на отрезке? ;Теория чисел
1;Найдите все такие пары  (a, b)  натуральных чисел, что при любом натуральном n число  an + bn  является точной (n+1)-й степенью. ;Теория чисел
2;В Чикаго орудует 36 преступных банд, некоторые из которых враждуют между собой. Каждый гангстер состоит в нескольких бандах, причём каждые два гангстера состоят в разных наборах банд. Известно, что ни один гангстер не состоит в двух бандах, враждующих между собой. Кроме того, оказалось, что каждая банда, в которой не состоит некоторый гангстер, враждует с какой-то бандой, в которой данный гангстер состоит. Какое наибольшее количество гангстеров может быть в Чикаго? ;Теория чисел
3;В Чикаго живут 36 гангстеров, некоторые из которых враждуют между собой. Каждый гангстер состоит в нескольких бандах, причём нет двух банд с совпадающим составом. Оказалось, что гангстеры, состоящие в одной банде, не враждуют, но если гангстер не состоит в какой-то банде, то он враждует хотя бы с одним её участником. Какое наибольшее число банд могло быть в Чикаго? ;Теория чисел
4;Найдите все такие натуральные числа m, что произведение факториалов первых m нечётных натуральных чисел равно факториалу суммы первых m натуральных чисел. ;Теория чисел
0;"Задано такое натуральное число A, что для любого натурального N, делящегося на A, число  тоже делится на A. ( – число, состоящее из тех же цифр, что и N, но записанных в обратном порядке; например,   = 7691,   = 54).  Доказать, что A является делителем числа 99. ";Теория чисел
